Survived,PassengerId,Pclass,Sex,SibSp,Parch,Fare,Embarked,Deck,countDeck,Title,port_sex,Age_bin,FamilySize,Ticket_freq,Sex_Embarked,Sex_Deck,Sex_Title,Sex_FamilySize,Embarked_Deck,Embarked_Title,Embarked_FamilySize,Deck_Title,Deck_FamilySize,Title_FamilySize,poly0,poly1,poly2,poly3,poly4,poly5,poly6,poly7,poly8,poly9,poly10,poly11,poly12,poly13,poly14,poly15,poly16,poly17,poly18,poly19,poly20,poly21,poly22,poly23,poly24,poly25,poly26,poly27,poly28,poly29,poly30,poly31,poly32,poly33,poly34,poly35,poly36,poly37,poly38,poly39,poly40,poly41,poly42,poly43,poly44,poly45,poly46,poly47,poly48,poly49,poly50,poly51,poly52,poly53
-1,962,3,female,0,0,7,Q,U,1014,Miss,60,3,Alone,1,female_,female_,female_,female_,Q_,Q_,Q_,U_,U_,Miss_,962.0,3.0,0.0,0.0,7.0,1014.0,60.0,3.0,1.0,925444.0,2886.0,0.0,0.0,6734.0,975468.0,57720.0,2886.0,962.0,9.0,0.0,0.0,21.0,3042.0,180.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,420.0,21.0,7.0,1028196.0,60840.0,3042.0,1014.0,3600.0,180.0,60.0,9.0,3.0,1.0
-1,963,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,963.0,3.0,0.0,0.0,7.0,1014.0,623.0,2.0,1.0,927369.0,2889.0,0.0,0.0,6741.0,976482.0,599949.0,1926.0,963.0,9.0,0.0,0.0,21.0,3042.0,1869.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,4361.0,14.0,7.0,1028196.0,631722.0,2028.0,1014.0,388129.0,1246.0,623.0,4.0,2.0,1.0
-1,964,3,female,0,0,7,S,U,1014,Miss,293,5,Alone,1,female_,female_,female_,female_,S_,S_,S_,U_,U_,Miss_,964.0,3.0,0.0,0.0,7.0,1014.0,293.0,5.0,1.0,929296.0,2892.0,0.0,0.0,6748.0,977496.0,282452.0,4820.0,964.0,9.0,0.0,0.0,21.0,3042.0,879.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,2051.0,35.0,7.0,1028196.0,297102.0,5070.0,1014.0,85849.0,1465.0,293.0,25.0,5.0,1.0
-1,965,1,male,0,0,27,C,D,46,Mr,157,4,Alone,1,male_,male_,male_,male_,C_,C_,C_,D_,D_,Mr_,965.0,1.0,0.0,0.0,27.0,46.0,157.0,4.0,1.0,931225.0,965.0,0.0,0.0,26055.0,44390.0,151505.0,3860.0,965.0,1.0,0.0,0.0,27.0,46.0,157.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0,1242.0,4239.0,108.0,27.0,2116.0,7222.0,184.0,46.0,24649.0,628.0,157.0,16.0,4.0,1.0
-1,966,1,female,0,0,211,C,C,94,Miss,113,6,Alone,5,female_,female_,female_,female_,C_,C_,C_,C_,C_,Miss_,966.0,1.0,0.0,0.0,211.0,94.0,113.0,6.0,5.0,933156.0,966.0,0.0,0.0,203826.0,90804.0,109158.0,5796.0,4830.0,1.0,0.0,0.0,211.0,94.0,113.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44521.0,19834.0,23843.0,1266.0,1055.0,8836.0,10622.0,564.0,470.0,12769.0,678.0,565.0,36.0,30.0,25.0
-1,967,1,male,0,0,211,C,C,94,Mr,157,6,Alone,5,male_,male_,male_,male_,C_,C_,C_,C_,C_,Mr_,967.0,1.0,0.0,0.0,211.0,94.0,157.0,6.0,5.0,935089.0,967.0,0.0,0.0,204037.0,90898.0,151819.0,5802.0,4835.0,1.0,0.0,0.0,211.0,94.0,157.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44521.0,19834.0,33127.0,1266.0,1055.0,8836.0,14758.0,564.0,470.0,24649.0,942.0,785.0,36.0,30.0,25.0
-1,968,3,male,0,0,8,S,U,1014,Mr,623,6,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,968.0,3.0,0.0,0.0,8.0,1014.0,623.0,6.0,1.0,937024.0,2904.0,0.0,0.0,7744.0,981552.0,603064.0,5808.0,968.0,9.0,0.0,0.0,24.0,3042.0,1869.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8112.0,4984.0,48.0,8.0,1028196.0,631722.0,6084.0,1014.0,388129.0,3738.0,623.0,36.0,6.0,1.0
-1,969,1,female,2,0,25,S,C,94,Mrs,293,9,Small,1,female_,female_,female_,female_,S_,S_,S_,C_,C_,Mrs_,969.0,1.0,2.0,0.0,25.0,94.0,293.0,9.0,1.0,938961.0,969.0,1938.0,0.0,24225.0,91086.0,283917.0,8721.0,969.0,1.0,2.0,0.0,25.0,94.0,293.0,9.0,1.0,4.0,0.0,50.0,188.0,586.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,625.0,2350.0,7325.0,225.0,25.0,8836.0,27542.0,846.0,94.0,85849.0,2637.0,293.0,81.0,9.0,1.0
-1,970,2,male,0,0,13,S,U,1014,Mr,623,5,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,970.0,2.0,0.0,0.0,13.0,1014.0,623.0,5.0,1.0,940900.0,1940.0,0.0,0.0,12610.0,983580.0,604310.0,4850.0,970.0,4.0,0.0,0.0,26.0,2028.0,1246.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,13182.0,8099.0,65.0,13.0,1028196.0,631722.0,5070.0,1014.0,388129.0,3115.0,623.0,25.0,5.0,1.0
-1,971,3,female,0,0,7,Q,U,1014,Miss,60,3,Alone,1,female_,female_,female_,female_,Q_,Q_,Q_,U_,U_,Miss_,971.0,3.0,0.0,0.0,7.0,1014.0,60.0,3.0,1.0,942841.0,2913.0,0.0,0.0,6797.0,984594.0,58260.0,2913.0,971.0,9.0,0.0,0.0,21.0,3042.0,180.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,420.0,21.0,7.0,1028196.0,60840.0,3042.0,1014.0,3600.0,180.0,60.0,9.0,3.0,1.0
-1,972,3,male,1,1,15,C,U,1014,Master,157,0,Small,3,male_,male_,male_,male_,C_,C_,C_,U_,U_,Master_,972.0,3.0,1.0,1.0,15.0,1014.0,157.0,0.0,3.0,944784.0,2916.0,972.0,972.0,14580.0,985608.0,152604.0,0.0,2916.0,9.0,3.0,3.0,45.0,3042.0,471.0,0.0,9.0,1.0,1.0,15.0,1014.0,157.0,0.0,3.0,1.0,15.0,1014.0,157.0,0.0,3.0,225.0,15210.0,2355.0,0.0,45.0,1028196.0,159198.0,0.0,3042.0,24649.0,0.0,471.0,0.0,0.0,9.0
-1,973,1,male,1,0,221,S,C,94,Mr,623,9,Small,4,male_,male_,male_,male_,S_,S_,S_,C_,C_,Mr_,973.0,1.0,1.0,0.0,221.0,94.0,623.0,9.0,4.0,946729.0,973.0,973.0,0.0,215033.0,91462.0,606179.0,8757.0,3892.0,1.0,1.0,0.0,221.0,94.0,623.0,9.0,4.0,1.0,0.0,221.0,94.0,623.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,48841.0,20774.0,137683.0,1989.0,884.0,8836.0,58562.0,846.0,376.0,388129.0,5607.0,2492.0,81.0,36.0,16.0
-1,974,1,male,0,0,26,S,U,1014,Mr,623,9,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,974.0,1.0,0.0,0.0,26.0,1014.0,623.0,9.0,1.0,948676.0,974.0,0.0,0.0,25324.0,987636.0,606802.0,8766.0,974.0,1.0,0.0,0.0,26.0,1014.0,623.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0,26364.0,16198.0,234.0,26.0,1028196.0,631722.0,9126.0,1014.0,388129.0,5607.0,623.0,81.0,9.0,1.0
-1,975,3,male,0,0,7,S,U,1014,Mr,623,6,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,975.0,3.0,0.0,0.0,7.0,1014.0,623.0,6.0,1.0,950625.0,2925.0,0.0,0.0,6825.0,988650.0,607425.0,5850.0,975.0,9.0,0.0,0.0,21.0,3042.0,1869.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,4361.0,42.0,7.0,1028196.0,631722.0,6084.0,1014.0,388129.0,3738.0,623.0,36.0,6.0,1.0
-1,976,2,male,0,0,10,Q,U,1014,Mr,63,2,Alone,1,male_,male_,male_,male_,Q_,Q_,Q_,U_,U_,Mr_,976.0,2.0,0.0,0.0,10.0,1014.0,63.0,2.0,1.0,952576.0,1952.0,0.0,0.0,9760.0,989664.0,61488.0,1952.0,976.0,4.0,0.0,0.0,20.0,2028.0,126.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10140.0,630.0,20.0,10.0,1028196.0,63882.0,2028.0,1014.0,3969.0,126.0,63.0,4.0,2.0,1.0
-1,977,3,male,1,0,14,C,U,1014,Mr,157,4,Small,2,male_,male_,male_,male_,C_,C_,C_,U_,U_,Mr_,977.0,3.0,1.0,0.0,14.0,1014.0,157.0,4.0,2.0,954529.0,2931.0,977.0,0.0,13678.0,990678.0,153389.0,3908.0,1954.0,9.0,3.0,0.0,42.0,3042.0,471.0,12.0,6.0,1.0,0.0,14.0,1014.0,157.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,14196.0,2198.0,56.0,28.0,1028196.0,159198.0,4056.0,2028.0,24649.0,628.0,314.0,16.0,8.0,4.0
-1,978,3,female,0,0,7,Q,U,1014,Miss,60,4,Alone,1,female_,female_,female_,female_,Q_,Q_,Q_,U_,U_,Miss_,978.0,3.0,0.0,0.0,7.0,1014.0,60.0,4.0,1.0,956484.0,2934.0,0.0,0.0,6846.0,991692.0,58680.0,3912.0,978.0,9.0,0.0,0.0,21.0,3042.0,180.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,420.0,28.0,7.0,1028196.0,60840.0,4056.0,1014.0,3600.0,240.0,60.0,16.0,4.0,1.0
-1,979,3,female,0,0,8,S,U,1014,Miss,293,1,Alone,1,female_,female_,female_,female_,S_,S_,S_,U_,U_,Miss_,979.0,3.0,0.0,0.0,8.0,1014.0,293.0,1.0,1.0,958441.0,2937.0,0.0,0.0,7832.0,992706.0,286847.0,979.0,979.0,9.0,0.0,0.0,24.0,3042.0,879.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8112.0,2344.0,8.0,8.0,1028196.0,297102.0,1014.0,1014.0,85849.0,293.0,293.0,1.0,1.0,1.0
-1,980,3,female,0,0,7,Q,U,1014,Miss,60,1,Alone,1,female_,female_,female_,female_,Q_,Q_,Q_,U_,U_,Miss_,980.0,3.0,0.0,0.0,7.0,1014.0,60.0,1.0,1.0,960400.0,2940.0,0.0,0.0,6860.0,993720.0,58800.0,980.0,980.0,9.0,0.0,0.0,21.0,3042.0,180.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,420.0,7.0,7.0,1028196.0,60840.0,1014.0,1014.0,3600.0,60.0,60.0,1.0,1.0,1.0
-1,981,2,male,1,1,23,S,U,1014,Master,623,0,Small,3,male_,male_,male_,male_,S_,S_,S_,U_,U_,Master_,981.0,2.0,1.0,1.0,23.0,1014.0,623.0,0.0,3.0,962361.0,1962.0,981.0,981.0,22563.0,994734.0,611163.0,0.0,2943.0,4.0,2.0,2.0,46.0,2028.0,1246.0,0.0,6.0,1.0,1.0,23.0,1014.0,623.0,0.0,3.0,1.0,23.0,1014.0,623.0,0.0,3.0,529.0,23322.0,14329.0,0.0,69.0,1028196.0,631722.0,0.0,3042.0,388129.0,0.0,1869.0,0.0,0.0,9.0
-1,982,3,female,1,0,13,S,U,1014,Mrs,293,2,Small,2,female_,female_,female_,female_,S_,S_,S_,U_,U_,Mrs_,982.0,3.0,1.0,0.0,13.0,1014.0,293.0,2.0,2.0,964324.0,2946.0,982.0,0.0,12766.0,995748.0,287726.0,1964.0,1964.0,9.0,3.0,0.0,39.0,3042.0,879.0,6.0,6.0,1.0,0.0,13.0,1014.0,293.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,13182.0,3809.0,26.0,26.0,1028196.0,297102.0,2028.0,2028.0,85849.0,586.0,586.0,4.0,4.0,4.0
-1,983,3,male,0,0,7,S,U,1014,Mr,623,7,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,983.0,3.0,0.0,0.0,7.0,1014.0,623.0,7.0,1.0,966289.0,2949.0,0.0,0.0,6881.0,996762.0,612409.0,6881.0,983.0,9.0,0.0,0.0,21.0,3042.0,1869.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,4361.0,49.0,7.0,1028196.0,631722.0,7098.0,1014.0,388129.0,4361.0,623.0,49.0,7.0,1.0
-1,984,1,female,1,2,52,S,B,65,Mrs,293,4,Small,2,female_,female_,female_,female_,S_,S_,S_,B_,B_,Mrs_,984.0,1.0,1.0,2.0,52.0,65.0,293.0,4.0,2.0,968256.0,984.0,984.0,1968.0,51168.0,63960.0,288312.0,3936.0,1968.0,1.0,1.0,2.0,52.0,65.0,293.0,4.0,2.0,1.0,2.0,52.0,65.0,293.0,4.0,2.0,4.0,104.0,130.0,586.0,8.0,4.0,2704.0,3380.0,15236.0,208.0,104.0,4225.0,19045.0,260.0,130.0,85849.0,1172.0,586.0,16.0,8.0,4.0
-1,985,3,male,0,0,8,S,U,1014,Mr,623,6,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,985.0,3.0,0.0,0.0,8.0,1014.0,623.0,6.0,1.0,970225.0,2955.0,0.0,0.0,7880.0,998790.0,613655.0,5910.0,985.0,9.0,0.0,0.0,24.0,3042.0,1869.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8112.0,4984.0,48.0,8.0,1028196.0,631722.0,6084.0,1014.0,388129.0,3738.0,623.0,36.0,6.0,1.0
-1,986,1,male,0,0,26,C,U,1014,Mr,157,4,Alone,1,male_,male_,male_,male_,C_,C_,C_,U_,U_,Mr_,986.0,1.0,0.0,0.0,26.0,1014.0,157.0,4.0,1.0,972196.0,986.0,0.0,0.0,25636.0,999804.0,154802.0,3944.0,986.0,1.0,0.0,0.0,26.0,1014.0,157.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0,26364.0,4082.0,104.0,26.0,1028196.0,159198.0,4056.0,1014.0,24649.0,628.0,157.0,16.0,4.0,1.0
-1,987,3,male,0,0,7,S,U,1014,Mr,623,4,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,987.0,3.0,0.0,0.0,7.0,1014.0,623.0,4.0,1.0,974169.0,2961.0,0.0,0.0,6909.0,1000818.0,614901.0,3948.0,987.0,9.0,0.0,0.0,21.0,3042.0,1869.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,4361.0,28.0,7.0,1028196.0,631722.0,4056.0,1014.0,388129.0,2492.0,623.0,16.0,4.0,1.0
-1,988,1,female,1,0,78,S,C,94,Mrs,293,9,Small,3,female_,female_,female_,female_,S_,S_,S_,C_,C_,Mrs_,988.0,1.0,1.0,0.0,78.0,94.0,293.0,9.0,3.0,976144.0,988.0,988.0,0.0,77064.0,92872.0,289484.0,8892.0,2964.0,1.0,1.0,0.0,78.0,94.0,293.0,9.0,3.0,1.0,0.0,78.0,94.0,293.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6084.0,7332.0,22854.0,702.0,234.0,8836.0,27542.0,846.0,282.0,85849.0,2637.0,879.0,81.0,27.0,9.0
-1,989,3,male,0,0,7,S,U,1014,Mr,623,5,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,989.0,3.0,0.0,0.0,7.0,1014.0,623.0,5.0,1.0,978121.0,2967.0,0.0,0.0,6923.0,1002846.0,616147.0,4945.0,989.0,9.0,0.0,0.0,21.0,3042.0,1869.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,4361.0,35.0,7.0,1028196.0,631722.0,5070.0,1014.0,388129.0,3115.0,623.0,25.0,5.0,1.0
-1,990,3,female,0,0,7,S,U,1014,Miss,293,2,Alone,1,female_,female_,female_,female_,S_,S_,S_,U_,U_,Miss_,990.0,3.0,0.0,0.0,7.0,1014.0,293.0,2.0,1.0,980100.0,2970.0,0.0,0.0,6930.0,1003860.0,290070.0,1980.0,990.0,9.0,0.0,0.0,21.0,3042.0,879.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,2051.0,14.0,7.0,1028196.0,297102.0,2028.0,1014.0,85849.0,586.0,293.0,4.0,2.0,1.0
-1,991,3,male,0,0,8,S,U,1014,Mr,623,6,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,991.0,3.0,0.0,0.0,8.0,1014.0,623.0,6.0,1.0,982081.0,2973.0,0.0,0.0,7928.0,1004874.0,617393.0,5946.0,991.0,9.0,0.0,0.0,24.0,3042.0,1869.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8112.0,4984.0,48.0,8.0,1028196.0,631722.0,6084.0,1014.0,388129.0,3738.0,623.0,36.0,6.0,1.0
-1,992,1,female,1,0,55,C,C,94,Mrs,113,8,Small,2,female_,female_,female_,female_,C_,C_,C_,C_,C_,Mrs_,992.0,1.0,1.0,0.0,55.0,94.0,113.0,8.0,2.0,984064.0,992.0,992.0,0.0,54560.0,93248.0,112096.0,7936.0,1984.0,1.0,1.0,0.0,55.0,94.0,113.0,8.0,2.0,1.0,0.0,55.0,94.0,113.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3025.0,5170.0,6215.0,440.0,110.0,8836.0,10622.0,752.0,188.0,12769.0,904.0,226.0,64.0,16.0,4.0
-1,993,2,male,1,0,26,S,U,1014,Mr,623,4,Small,2,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,993.0,2.0,1.0,0.0,26.0,1014.0,623.0,4.0,2.0,986049.0,1986.0,993.0,0.0,25818.0,1006902.0,618639.0,3972.0,1986.0,4.0,2.0,0.0,52.0,2028.0,1246.0,8.0,4.0,1.0,0.0,26.0,1014.0,623.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0,26364.0,16198.0,104.0,52.0,1028196.0,631722.0,4056.0,2028.0,388129.0,2492.0,1246.0,16.0,8.0,4.0
-1,994,3,male,0,0,7,Q,U,1014,Mr,63,6,Alone,1,male_,male_,male_,male_,Q_,Q_,Q_,U_,U_,Mr_,994.0,3.0,0.0,0.0,7.0,1014.0,63.0,6.0,1.0,988036.0,2982.0,0.0,0.0,6958.0,1007916.0,62622.0,5964.0,994.0,9.0,0.0,0.0,21.0,3042.0,189.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,441.0,42.0,7.0,1028196.0,63882.0,6084.0,1014.0,3969.0,378.0,63.0,36.0,6.0,1.0
-1,995,3,male,0,0,7,S,U,1014,Mr,623,4,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,995.0,3.0,0.0,0.0,7.0,1014.0,623.0,4.0,1.0,990025.0,2985.0,0.0,0.0,6965.0,1008930.0,619885.0,3980.0,995.0,9.0,0.0,0.0,21.0,3042.0,1869.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,4361.0,28.0,7.0,1028196.0,631722.0,4056.0,1014.0,388129.0,2492.0,623.0,16.0,4.0,1.0
-1,996,3,female,1,1,8,C,U,1014,Mrs,113,1,Small,2,female_,female_,female_,female_,C_,C_,C_,U_,U_,Mrs_,996.0,3.0,1.0,1.0,8.0,1014.0,113.0,1.0,2.0,992016.0,2988.0,996.0,996.0,7968.0,1009944.0,112548.0,996.0,1992.0,9.0,3.0,3.0,24.0,3042.0,339.0,3.0,6.0,1.0,1.0,8.0,1014.0,113.0,1.0,2.0,1.0,8.0,1014.0,113.0,1.0,2.0,64.0,8112.0,904.0,8.0,16.0,1028196.0,114582.0,1014.0,2028.0,12769.0,113.0,226.0,1.0,2.0,4.0
-1,997,3,male,0,0,22,S,U,1014,Mr,623,4,Alone,3,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,997.0,3.0,0.0,0.0,22.0,1014.0,623.0,4.0,3.0,994009.0,2991.0,0.0,0.0,21934.0,1010958.0,621131.0,3988.0,2991.0,9.0,0.0,0.0,66.0,3042.0,1869.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,22308.0,13706.0,88.0,66.0,1028196.0,631722.0,4056.0,3042.0,388129.0,2492.0,1869.0,16.0,12.0,9.0
-1,998,3,male,0,0,7,Q,U,1014,Mr,63,2,Alone,1,male_,male_,male_,male_,Q_,Q_,Q_,U_,U_,Mr_,998.0,3.0,0.0,0.0,7.0,1014.0,63.0,2.0,1.0,996004.0,2994.0,0.0,0.0,6986.0,1011972.0,62874.0,1996.0,998.0,9.0,0.0,0.0,21.0,3042.0,189.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,441.0,14.0,7.0,1028196.0,63882.0,2028.0,1014.0,3969.0,126.0,63.0,4.0,2.0,1.0
-1,999,3,male,0,0,7,Q,U,1014,Mr,63,4,Alone,1,male_,male_,male_,male_,Q_,Q_,Q_,U_,U_,Mr_,999.0,3.0,0.0,0.0,7.0,1014.0,63.0,4.0,1.0,998001.0,2997.0,0.0,0.0,6993.0,1012986.0,62937.0,3996.0,999.0,9.0,0.0,0.0,21.0,3042.0,189.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,441.0,28.0,7.0,1028196.0,63882.0,4056.0,1014.0,3969.0,252.0,63.0,16.0,4.0,1.0
-1,1000,3,male,0,0,8,S,U,1014,Mr,623,6,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,1000.0,3.0,0.0,0.0,8.0,1014.0,623.0,6.0,1.0,1000000.0,3000.0,0.0,0.0,8000.0,1014000.0,623000.0,6000.0,1000.0,9.0,0.0,0.0,24.0,3042.0,1869.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8112.0,4984.0,48.0,8.0,1028196.0,631722.0,6084.0,1014.0,388129.0,3738.0,623.0,36.0,6.0,1.0
-1,1001,2,male,0,0,13,S,F,21,Mr,623,1,Alone,1,male_,male_,male_,male_,S_,S_,S_,F_,F_,Mr_,1001.0,2.0,0.0,0.0,13.0,21.0,623.0,1.0,1.0,1002001.0,2002.0,0.0,0.0,13013.0,21021.0,623623.0,1001.0,1001.0,4.0,0.0,0.0,26.0,42.0,1246.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,273.0,8099.0,13.0,13.0,441.0,13083.0,21.0,21.0,388129.0,623.0,623.0,1.0,1.0,1.0
-1,1002,2,male,0,0,15,C,U,1014,Mr,157,8,Alone,1,male_,male_,male_,male_,C_,C_,C_,U_,U_,Mr_,1002.0,2.0,0.0,0.0,15.0,1014.0,157.0,8.0,1.0,1004004.0,2004.0,0.0,0.0,15030.0,1016028.0,157314.0,8016.0,1002.0,4.0,0.0,0.0,30.0,2028.0,314.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,15210.0,2355.0,120.0,15.0,1028196.0,159198.0,8112.0,1014.0,24649.0,1256.0,157.0,64.0,8.0,1.0
-1,1003,3,female,0,0,7,Q,U,1014,Miss,60,6,Alone,1,female_,female_,female_,female_,Q_,Q_,Q_,U_,U_,Miss_,1003.0,3.0,0.0,0.0,7.0,1014.0,60.0,6.0,1.0,1006009.0,3009.0,0.0,0.0,7021.0,1017042.0,60180.0,6018.0,1003.0,9.0,0.0,0.0,21.0,3042.0,180.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,420.0,42.0,7.0,1028196.0,60840.0,6084.0,1014.0,3600.0,360.0,60.0,36.0,6.0,1.0
-1,1004,1,female,0,0,31,C,A,22,Miss,113,7,Alone,1,female_,female_,female_,female_,C_,C_,C_,A_,A_,Miss_,1004.0,1.0,0.0,0.0,31.0,22.0,113.0,7.0,1.0,1008016.0,1004.0,0.0,0.0,31124.0,22088.0,113452.0,7028.0,1004.0,1.0,0.0,0.0,31.0,22.0,113.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961.0,682.0,3503.0,217.0,31.0,484.0,2486.0,154.0,22.0,12769.0,791.0,113.0,49.0,7.0,1.0
-1,1005,3,female,0,0,7,Q,U,1014,Miss,60,1,Alone,1,female_,female_,female_,female_,Q_,Q_,Q_,U_,U_,Miss_,1005.0,3.0,0.0,0.0,7.0,1014.0,60.0,1.0,1.0,1010025.0,3015.0,0.0,0.0,7035.0,1019070.0,60300.0,1005.0,1005.0,9.0,0.0,0.0,21.0,3042.0,180.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,420.0,7.0,7.0,1028196.0,60840.0,1014.0,1014.0,3600.0,60.0,60.0,1.0,1.0,1.0
-1,1006,1,female,1,0,221,S,C,94,Mrs,293,9,Small,4,female_,female_,female_,female_,S_,S_,S_,C_,C_,Mrs_,1006.0,1.0,1.0,0.0,221.0,94.0,293.0,9.0,4.0,1012036.0,1006.0,1006.0,0.0,222326.0,94564.0,294758.0,9054.0,4024.0,1.0,1.0,0.0,221.0,94.0,293.0,9.0,4.0,1.0,0.0,221.0,94.0,293.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,48841.0,20774.0,64753.0,1989.0,884.0,8836.0,27542.0,846.0,376.0,85849.0,2637.0,1172.0,81.0,36.0,16.0
