Survived,Pclass,SibSp,Parch,Fare,port_sex,Age_bin,Ticket_freq,poly1,poly2,poly3,poly4,poly5,poly6,poly7,poly8,poly9,poly10,poly11,poly13,poly14,poly15,poly16,poly17,poly18,poly19,poly20,poly21,poly22,poly23,poly24,poly25,poly26,poly27,poly28,poly29,poly30,poly32,poly36,poly38,poly39,poly40,poly41,poly42,poly43,poly44,poly45,poly46,poly47,poly48,poly49,poly50,poly51,poly52,poly53,0,1,2,3,4,6,7,13,15,16,17,19,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,41,42,48,50,51,57,59,60,61
0,1,0,0,30,623,5,1,1.0,0.0,0.0,30.0,46.0,623.0,5.0,1.0,613089.0,783.0,0.0,23490.0,36018.0,487809.0,3915.0,783.0,1.0,0.0,0.0,30.0,46.0,623.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,1380.0,18690.0,150.0,30.0,2116.0,28658.0,230.0,46.0,388129.0,3115.0,623.0,25.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,3,1,2,23,623,6,4,3.0,1.0,2.0,23.0,1014.0,623.0,6.0,4.0,614656.0,2352.0,784.0,18032.0,794976.0,488432.0,4704.0,3136.0,9.0,3.0,6.0,69.0,3042.0,1869.0,18.0,12.0,1.0,2.0,23.0,1014.0,623.0,4.0,1246.0,8.0,529.0,23322.0,14329.0,138.0,92.0,1028196.0,631722.0,6084.0,4056.0,388129.0,3738.0,2492.0,36.0,24.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,3,0,0,7,623,3,1,3.0,0.0,0.0,7.0,1014.0,623.0,3.0,1.0,616225.0,2355.0,0.0,5495.0,795990.0,489055.0,2355.0,785.0,9.0,0.0,0.0,21.0,3042.0,1869.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,4361.0,21.0,7.0,1028196.0,631722.0,3042.0,1014.0,388129.0,1869.0,623.0,9.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,3,0,0,7,623,3,1,3.0,0.0,0.0,7.0,1014.0,623.0,3.0,1.0,617796.0,2358.0,0.0,5502.0,797004.0,489678.0,2358.0,786.0,9.0,0.0,0.0,21.0,3042.0,1869.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,4361.0,21.0,7.0,1028196.0,631722.0,3042.0,1014.0,388129.0,1869.0,623.0,9.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,3,0,0,7,293,1,1,3.0,0.0,0.0,7.0,1014.0,293.0,1.0,1.0,619369.0,2361.0,0.0,5509.0,798018.0,230591.0,787.0,787.0,9.0,0.0,0.0,21.0,3042.0,879.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,2051.0,7.0,7.0,1028196.0,297102.0,1014.0,1014.0,85849.0,293.0,293.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,3,4,1,29,63,0,6,3.0,4.0,1.0,29.0,1014.0,63.0,0.0,6.0,620944.0,2364.0,3152.0,22852.0,799032.0,49644.0,0.0,4728.0,9.0,12.0,3.0,87.0,3042.0,189.0,0.0,18.0,16.0,4.0,116.0,4056.0,252.0,24.0,63.0,6.0,841.0,29406.0,1827.0,0.0,174.0,1028196.0,63882.0,0.0,6084.0,3969.0,0.0,378.0,0.0,0.0,36.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,3,1,2,20,623,0,4,3.0,1.0,2.0,20.0,1014.0,623.0,0.0,4.0,622521.0,2367.0,789.0,15780.0,800046.0,491547.0,0.0,3156.0,9.0,3.0,6.0,60.0,3042.0,1869.0,0.0,12.0,1.0,2.0,20.0,1014.0,623.0,4.0,1246.0,8.0,400.0,20280.0,12460.0,0.0,80.0,1028196.0,631722.0,0.0,4056.0,388129.0,0.0,2492.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0,0,79,157,8,2,1.0,0.0,0.0,79.0,65.0,157.0,8.0,2.0,624100.0,790.0,0.0,62410.0,51350.0,124030.0,6320.0,1580.0,1.0,0.0,0.0,79.0,65.0,157.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6241.0,5135.0,12403.0,632.0,158.0,4225.0,10205.0,520.0,130.0,24649.0,1256.0,314.0,64.0,16.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,3,0,0,7,63,2,1,3.0,0.0,0.0,7.0,1014.0,63.0,2.0,1.0,625681.0,2373.0,0.0,5537.0,802074.0,49833.0,1582.0,791.0,9.0,0.0,0.0,21.0,3042.0,189.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,441.0,14.0,7.0,1028196.0,63882.0,2028.0,1014.0,3969.0,126.0,63.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,2,0,0,26,623,1,2,2.0,0.0,0.0,26.0,1014.0,623.0,1.0,2.0,627264.0,1584.0,0.0,20592.0,803088.0,493416.0,792.0,1584.0,4.0,0.0,0.0,52.0,2028.0,1246.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0,26364.0,16198.0,26.0,52.0,1028196.0,631722.0,1014.0,2028.0,388129.0,623.0,1246.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,3,8,2,69,293,8,11,3.0,8.0,2.0,69.0,1014.0,293.0,8.0,11.0,628849.0,2379.0,6344.0,54717.0,804102.0,232349.0,6344.0,8723.0,9.0,24.0,6.0,207.0,3042.0,879.0,24.0,33.0,64.0,16.0,552.0,8112.0,2344.0,88.0,586.0,22.0,4761.0,69966.0,20217.0,552.0,759.0,1028196.0,297102.0,8112.0,11154.0,85849.0,2344.0,3223.0,64.0,88.0,121.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1,0,0,30,157,6,1,1.0,0.0,0.0,30.0,1014.0,157.0,6.0,1.0,630436.0,794.0,0.0,23820.0,805116.0,124658.0,4764.0,794.0,1.0,0.0,0.0,30.0,1014.0,157.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,30420.0,4710.0,180.0,30.0,1028196.0,159198.0,6084.0,1014.0,24649.0,942.0,157.0,36.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,3,0,0,7,623,3,1,3.0,0.0,0.0,7.0,1014.0,623.0,3.0,1.0,632025.0,2385.0,0.0,5565.0,806130.0,495285.0,2385.0,795.0,9.0,0.0,0.0,21.0,3042.0,1869.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,4361.0,21.0,7.0,1028196.0,631722.0,3042.0,1014.0,388129.0,1869.0,623.0,9.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,2,0,0,13,623,7,1,2.0,0.0,0.0,13.0,1014.0,623.0,7.0,1.0,633616.0,1592.0,0.0,10348.0,807144.0,495908.0,5572.0,796.0,4.0,0.0,0.0,26.0,2028.0,1246.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,13182.0,8099.0,91.0,13.0,1028196.0,631722.0,7098.0,1014.0,388129.0,4361.0,623.0,49.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,1,0,0,25,293,9,1,1.0,0.0,0.0,25.0,46.0,293.0,9.0,1.0,635209.0,797.0,0.0,19925.0,36662.0,233521.0,7173.0,797.0,1.0,0.0,0.0,25.0,46.0,293.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.0,1150.0,7325.0,225.0,25.0,2116.0,13478.0,414.0,46.0,85849.0,2637.0,293.0,81.0,9.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,0,0,8,293,5,1,3.0,0.0,0.0,8.0,1014.0,293.0,5.0,1.0,636804.0,2394.0,0.0,6384.0,809172.0,233814.0,3990.0,798.0,9.0,0.0,0.0,24.0,3042.0,879.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8112.0,2344.0,40.0,8.0,1028196.0,297102.0,5070.0,1014.0,85849.0,1465.0,293.0,25.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0,3,0,0,7,157,5,1,3.0,0.0,0.0,7.0,1014.0,157.0,5.0,1.0,638401.0,2397.0,0.0,5593.0,810186.0,125443.0,3995.0,799.0,9.0,0.0,0.0,21.0,3042.0,471.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,1099.0,35.0,7.0,1028196.0,159198.0,5070.0,1014.0,24649.0,785.0,157.0,25.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,3,1,1,24,293,5,3,3.0,1.0,1.0,24.0,1014.0,293.0,5.0,3.0,640000.0,2400.0,800.0,19200.0,811200.0,234400.0,4000.0,2400.0,9.0,3.0,3.0,72.0,3042.0,879.0,15.0,9.0,1.0,1.0,24.0,1014.0,293.0,3.0,293.0,3.0,576.0,24336.0,7032.0,120.0,72.0,1028196.0,297102.0,5070.0,3042.0,85849.0,1465.0,879.0,25.0,15.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0,2,0,0,13,623,6,2,2.0,0.0,0.0,13.0,1014.0,623.0,6.0,2.0,641601.0,1602.0,0.0,10413.0,812214.0,499023.0,4806.0,1602.0,4.0,0.0,0.0,26.0,2028.0,1246.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,13182.0,8099.0,78.0,26.0,1028196.0,631722.0,6084.0,2028.0,388129.0,3738.0,1246.0,36.0,12.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,2,1,1,26,293,5,3,2.0,1.0,1.0,26.0,1014.0,293.0,5.0,3.0,643204.0,1604.0,802.0,20852.0,813228.0,234986.0,4010.0,2406.0,4.0,2.0,2.0,52.0,2028.0,586.0,10.0,6.0,1.0,1.0,26.0,1014.0,293.0,3.0,293.0,3.0,676.0,26364.0,7618.0,130.0,78.0,1028196.0,297102.0,5070.0,3042.0,85849.0,1465.0,879.0,25.0,15.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1,1,1,2,120,623,0,4,1.0,1.0,2.0,120.0,65.0,623.0,0.0,4.0,644809.0,803.0,803.0,96360.0,52195.0,500269.0,0.0,3212.0,1.0,1.0,2.0,120.0,65.0,623.0,0.0,4.0,1.0,2.0,120.0,65.0,623.0,4.0,1246.0,8.0,14400.0,7800.0,74760.0,0.0,480.0,4225.0,40495.0,0.0,260.0,388129.0,0.0,2492.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,3,0,1,8,157,0,2,3.0,0.0,1.0,8.0,1014.0,157.0,0.0,2.0,646416.0,2412.0,0.0,6432.0,815256.0,126228.0,0.0,1608.0,9.0,0.0,3.0,24.0,3042.0,471.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,2.0,64.0,8112.0,1256.0,0.0,16.0,1028196.0,159198.0,0.0,2028.0,24649.0,0.0,314.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,3,0,0,6,623,4,1,3.0,0.0,0.0,6.0,1014.0,623.0,4.0,1.0,648025.0,2415.0,0.0,4830.0,816270.0,501515.0,3220.0,805.0,9.0,0.0,0.0,18.0,3042.0,1869.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,6084.0,3738.0,24.0,6.0,1028196.0,631722.0,4056.0,1014.0,388129.0,2492.0,623.0,16.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,3,0,0,7,623,5,1,3.0,0.0,0.0,7.0,1014.0,623.0,5.0,1.0,649636.0,2418.0,0.0,5642.0,817284.0,502138.0,4030.0,806.0,9.0,0.0,0.0,21.0,3042.0,1869.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,4361.0,35.0,7.0,1028196.0,631722.0,5070.0,1014.0,388129.0,3115.0,623.0,25.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1,0,0,0,623,7,1,1.0,0.0,0.0,0.0,22.0,623.0,7.0,1.0,651249.0,807.0,0.0,0.0,17754.0,502761.0,5649.0,807.0,1.0,0.0,0.0,0.0,22.0,623.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,13706.0,154.0,22.0,388129.0,4361.0,623.0,49.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,3,0,0,7,293,1,1,3.0,0.0,0.0,7.0,1014.0,293.0,1.0,1.0,652864.0,2424.0,0.0,5656.0,819312.0,236744.0,808.0,808.0,9.0,0.0,0.0,21.0,3042.0,879.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,2051.0,7.0,7.0,1028196.0,297102.0,1014.0,1014.0,85849.0,293.0,293.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,2,0,0,13,623,7,1,2.0,0.0,0.0,13.0,1014.0,623.0,7.0,1.0,654481.0,1618.0,0.0,10517.0,820326.0,504007.0,5663.0,809.0,4.0,0.0,0.0,26.0,2028.0,1246.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,13182.0,8099.0,91.0,13.0,1028196.0,631722.0,7098.0,1014.0,388129.0,4361.0,623.0,49.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,1,1,0,53,293,6,2,1.0,1.0,0.0,53.0,41.0,293.0,6.0,2.0,656100.0,810.0,810.0,42930.0,33210.0,237330.0,4860.0,1620.0,1.0,1.0,0.0,53.0,41.0,293.0,6.0,2.0,1.0,0.0,53.0,41.0,293.0,2.0,0.0,0.0,2809.0,2173.0,15529.0,318.0,106.0,1681.0,12013.0,246.0,82.0,85849.0,1758.0,586.0,36.0,12.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,7,623,4,1,3.0,0.0,0.0,7.0,1014.0,623.0,4.0,1.0,657721.0,2433.0,0.0,5677.0,822354.0,505253.0,3244.0,811.0,9.0,0.0,0.0,21.0,3042.0,1869.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,4361.0,28.0,7.0,1028196.0,631722.0,4056.0,1014.0,388129.0,2492.0,623.0,16.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,3,0,0,24,623,7,3,3.0,0.0,0.0,24.0,1014.0,623.0,7.0,3.0,659344.0,2436.0,0.0,19488.0,823368.0,505876.0,5684.0,2436.0,9.0,0.0,0.0,72.0,3042.0,1869.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,24336.0,14952.0,168.0,72.0,1028196.0,631722.0,7098.0,3042.0,388129.0,4361.0,1869.0,49.0,21.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,2,0,0,10,623,6,1,2.0,0.0,0.0,10.0,1014.0,623.0,6.0,1.0,660969.0,1626.0,0.0,8130.0,824382.0,506499.0,4878.0,813.0,4.0,0.0,0.0,20.0,2028.0,1246.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10140.0,6230.0,60.0,10.0,1028196.0,631722.0,6084.0,1014.0,388129.0,3738.0,623.0,36.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,3,4,2,31,293,0,7,3.0,4.0,2.0,31.0,1014.0,293.0,0.0,7.0,662596.0,2442.0,3256.0,25234.0,825396.0,238502.0,0.0,5698.0,9.0,12.0,6.0,93.0,3042.0,879.0,0.0,21.0,16.0,8.0,124.0,4056.0,1172.0,28.0,586.0,14.0,961.0,31434.0,9083.0,0.0,217.0,1028196.0,297102.0,0.0,7098.0,85849.0,0.0,2051.0,0.0,0.0,49.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,3,0,0,8,623,5,1,3.0,0.0,0.0,8.0,1014.0,623.0,5.0,1.0,664225.0,2445.0,0.0,6520.0,826410.0,507745.0,4075.0,815.0,9.0,0.0,0.0,24.0,3042.0,1869.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8112.0,4984.0,40.0,8.0,1028196.0,631722.0,5070.0,1014.0,388129.0,3115.0,623.0,25.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1,0,0,0,623,3,2,1.0,0.0,0.0,0.0,65.0,623.0,3.0,2.0,665856.0,816.0,0.0,0.0,53040.0,508368.0,2448.0,1632.0,1.0,0.0,0.0,0.0,65.0,623.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4225.0,40495.0,195.0,130.0,388129.0,1869.0,1246.0,9.0,6.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,3,0,0,7,293,3,1,3.0,0.0,0.0,7.0,1014.0,293.0,3.0,1.0,667489.0,2451.0,0.0,5719.0,828438.0,239381.0,2451.0,817.0,9.0,0.0,0.0,21.0,3042.0,879.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,2051.0,21.0,7.0,1028196.0,297102.0,3042.0,1014.0,85849.0,879.0,293.0,9.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,2,1,1,37,157,5,3,2.0,1.0,1.0,37.0,1014.0,157.0,5.0,3.0,669124.0,1636.0,818.0,30266.0,829452.0,128426.0,4090.0,2454.0,4.0,2.0,2.0,74.0,2028.0,314.0,10.0,6.0,1.0,1.0,37.0,1014.0,157.0,3.0,157.0,3.0,1369.0,37518.0,5809.0,185.0,111.0,1028196.0,159198.0,5070.0,3042.0,24649.0,785.0,471.0,25.0,15.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
